Text;Tokenization;Normalization;Stop_Removal;Tweet_Stemmed;sentimen
olshop kpop yg sampenya cepet banget tuh apasii midev sama aam masih cepet gaa;[olshop, kpop, yg, sampenya, cepet, banget, tuh, apasii, midev, sama, aam, masih, cepet, gaa];[olshop, kpop, yang, sampenya, cepat, banget, tuh, apasii, midev, sama, aam, masih, cepat, enggak];[olshop, kpop, sampenya, cepat, banget, tuh, apasii, midev, aam, cepat];[olshop, kpop, sampenya, cepat, banget, tuh, apasii, midev, aam, cepat];netral
bucin begete tpih cmh bisa ngekpresiin di cwk kpop am manhwa akwh tsundere yg bnyk act drpdh ngomong manis gengsi brader;[bucin, begete, tpih, cmh, bisa, ngekpresiin, di, cwk, kpop, am, manhwa, akwh, tsundere, yg, bnyk, act, drpdh, ngomong, manis, gengsi, brader];[bucin, banget, tapi, cuma, bisa, ngekpresiin, di, cwk, kpop, sama, manhwa, akwh, tsundere, yang, banyak, act, drpdh, mengomong, manis, gengsi, brader];[bucin, banget, tapi, cuma, ngekpresiin, cwk, kpop, manhwa, akwh, tsundere, act, drpdh, mengomong, manis, gengsi, brader];[bucin, banget, tapi, cuma, ngekpresiin, cwk, kpop, manhwa, akwh, tsundere, act, drpdh, omong, manis, gengsi, brader];positif
menyebar link kesemua orang yang avanya kpop semoga gak annoying yaa my mutual and friends;[menyebar, link, kesemua, orang, yang, avanya, kpop, semoga, gak, annoying, yaa, my, mutual, and, friends];[menyebar, link, kesemua, orang, yang, avanya, kpop, semoga, enggak, annoying, ya, my, mutual, and, friends];[menyebar, link, kesemua, orang, avanya, kpop, semoga, annoying, ya, my, mutual, and, friends];[sebar, link, semua, orang, avanya, kpop, moga, annoying, ya, my, mutual, and, friends];positif
duit keluarga kpop;[duit, keluarga, kpop];[duit, keluarga, kpop];[duit, keluarga, kpop];[duit, keluarga, kpop];netral
sakit jiwa lo ngentot padahal lo cewe dan sama sama fans kpop pantesann kek gitu ternyata lo fans kpop penyembah oppa homo dasar jahanam;[sakit, jiwa, lo, ngentot, padahal, lo, cewe, dan, sama, sama, fans, kpop, pantesann, kek, gitu, ternyata, lo, fans, kpop, penyembah, oppa, homo, dasar, jahanam];[sakit, jiwa, lo, ngentot, padahal, lo, cewek, dan, sama, sama, fan, kpop, pantesann, kayak, begitu, ternyata, lo, fan, kpop, penyembah, oppa, homo, dasar, jahanam];[sakit, jiwa, lo, ngentot, lo, cewek, fan, kpop, pantesann, kayak, lo, fan, kpop, penyembah, oppa, homo, dasar, jahanam];[sakit, jiwa, lo, ngentot, lo, cewek, fan, kpop, pantesann, kayak, lo, fan, kpop, sembah, oppa, homo, dasar, jahanam];negatif
sorry ya akun ini jadi akun campur aduk bukan khusus utk zb atau kpop kalau ngerasa ga nyaman bisa di bub blockunblock aja biar kalian jg otomatis ke unfoll jd sama ngeunfoll gitu sorry yaa moots;[sorry, ya, akun, ini, jadi, akun, campur, aduk, bukan, khusus, utk, zb, atau, kpop, kalau, ngerasa, ga, nyaman, bisa, di, bub, blockunblock, aja, biar, kalian, jg, otomatis, ke, unfoll, jd, sama, ngeunfoll, gitu, sorry, yaa, moots];[sorry, ya, akun, ini, jadi, akun, campur, aduk, bukan, khusus, untuk, zb, atau, kpop, kalau, merasa, enggak, nyaman, bisa, di, bub, blockunblock, saja, biar, kalian, juga, otomatis, ke, unfoll, jadi, sama, ngeunfoll, begitu, sorry, ya, moots];[sorry, iya, akun, akun, campur, aduk, khusus, zb, kpop, nyaman, bub, blockunblock, biar, otomatis, unfoll, ngeunfoll, sorry, ya, moots];[sorry, iya, akun, akun, campur, aduk, khusus, zb, kpop, nyaman, bub, blockunblock, biar, otomatis, unfoll, ngeunfoll, sorry, ya, moots];negatif
pelarian terbaik dari semua masalah itu cuma kpop menurutku cerita ke orang lain belum tentu masalah selesai yang ada malah nambah masalah baru bukannya plong malah nambah stres yang ada nanti;[pelarian, terbaik, dari, semua, masalah, itu, cuma, kpop, menurutku, cerita, ke, orang, lain, belum, tentu, masalah, selesai, yang, ada, malah, nambah, masalah, baru, bukannya, plong, malah, nambah, stres, yang, ada, nanti];[pelarian, terbaik, dari, semua, masalah, itu, cuma, kpop, menurutku, cerita, ke, orang, lain, belum, tentu, masalah, selesai, yang, ada, malah, bertambah, masalah, baru, bukannya, plong, malah, bertambah, stres, yang, ada, nanti];[pelarian, terbaik, kpop, menurutku, cerita, orang, bukan, selesai, bukan, bertambah, plong, bertambah, stres];[lari, baik, kpop, turut, cerita, orang, belum, selesai, bukan tambah, plong, tambah, stres];positif
sama juga video react kpop pasti rame karna yg nnton banyak orang indo juga;[sama, juga, video, react, kpop, pasti, rame, karna, yg, nnton, banyak, orang, indo, juga];[sama, juga, video, react, kpop, pasti, rame, karena, yang, menonton, banyak, orang, indonesia, juga];[video, react, kpop, rame, menonton, orang, indonesia];[video, react, kpop, rame, tonton, orang, indonesia];positif
tb kepikiran mau ranting why i stopped being a kpopers hahah gara flashback jaman sd dulu kerjaan pulang sekolah nunggu malem nonton music bank sampe w list judul lagunya karena sesuka itu sm kpop woi;[tb, kepikiran, mau, ranting, why, i, stopped, being, a, kpopers, hahah, gara, flashback, jaman, sd, dulu, kerjaan, pulang, sekolah, nunggu, malem, nonton, music, bank, sampe, w, list, judul, lagunya, karena, sesuka, itu, sm, kpop, woi];[tiba, kepikiran, mau, ranting, why, i, stopped, being, a, kpopers, hahah, gara, flashback, jaman, sd, dulu, pekerjaan, pulang, sekolah, menunggu, malam, menonton, music, bank, sampai, gue, list, judul, lagunya, karena, sesuka, itu, sama, kpop, woi];[tiba, kepikiran, ranting, why, i, stopped, being, a, kpopers, gara, flashback, jaman, sd, pekerjaan, pulang, sekolah, menunggu, malam, menonton, music, bank, gue, list, judul, lagunya, sesuka, kpop, woi];[tiba, pikir, ranting, why, i, stopped, being, a, kpopers, gara, flashback, jaman, sd, kerja, pulang, sekolah, tunggu, malam, tonton, music, bank, gue, list, judul, lagu, suka, kpop, woi];negatif
netizen merasa cemas pada idol kpop wanita yang terlihat semakin kurus di setiap generasi baru;[netizen, merasa, cemas, pada, idol, kpop, wanita, yang, terlihat, semakin, kurus, di, setiap, generasi, baru];[netizen, merasa, cemas, pada, idol, kpop, wanita, yang, terlihat, semakin, kurus, di, setiap, generasi, baru];[netizen, cemas, idol, kpop, wanita, terlihat, kurus, generasi];[netizen, cemas, idol, kpop, wanita, lihat, kurus, generasi];negatif
and why learning guitar is hard lebih susah dari teori mv idol kpop;[and, why, learning, guitar, is, hard, lebih, susah, dari, teori, mv, idol, kpop];[and, why, learning, guitar, is, hard, lebih, susah, dari, teori, mv, idol, kpop];[and, why, learning, guitar, is, hard, susah, teori, mv, idol, kpop];[and, why, learning, guitar, is, hard, susah, teori, mv, idol, kpop];negatif
idolthe coup buat kelen yg suka kpop suka ngedrakor jg kudu wajib nonton nih drama bagus bgt tapi sayang un;[idolthe, coup, buat, kelen, yg, suka, kpop, suka, ngedrakor, jg, kudu, wajib, nonton, nih, drama, bagus, bgt, tapi, sayang, un];[idolthe, coup, buat, kelen, yang, suka, kpop, suka, ngedrakor, juga, kudu, wajib, menonton, nih, drama, bagus, banget, tapi, sayang, un];[idolthe, coup, kelen, suka, kpop, suka, ngedrakor, kudu, wajib, menonton, nih, drama, bagus, banget, sayang];[idolthe, coup, kelen, suka, kpop, suka, ngedrakor, kudu, wajib, tonton, nih, drama, bagus, banget, sayang];positif
oalah jangan terlalu fokus sama eggso mbak nanti kalian buta kpop loh xixixi;[oalah, jangan, terlalu, fokus, sama, eggso, mbak, nanti, kalian, buta, kpop, loh, xixixi];[oalah, jangan, terlalu, fokus, sama, eggso, mbak, nanti, kalian, buta, kpop, loh, xixixi];[oalah, terlalu, fokus, eggso, mbak, buta, kpop, loh, xixixi];[oalah, terlalu, fokus, eggso, mbak, buta, kpop, loh, xixixi];negatif
oh move jadi akun kpop;[oh, move, jadi, akun, kpop];[oh, move, jadi, akun, kpop];[oh, move, akun, kpop];[oh, move, akun, kpop];netral
gartis aku dikasi dua ini ama temen non kpop aku bjir w shock berat dia katanya gaktau yg jeonghan yg mana trs dia gktau ntu yg berdiri siapa tp katanya dia brharap itu jeonghan semua aduhhh ak salting bgt deh;[gartis, aku, dikasi, dua, ini, ama, temen, non, kpop, aku, bjir, w, shock, berat, dia, katanya, gaktau, yg, jeonghan, yg, mana, trs, dia, gktau, ntu, yg, berdiri, siapa, tp, katanya, dia, brharap, itu, jeonghan, semua, aduhhh, ak, salting, bgt, deh];[gartis, aku, dikasi, dua, ini, sama, teman, non, kpop, aku, bjir, gue, shock, berat, dia, katanya, gaktau, yang, jeonghan, yang, mana, terus, dia, gktau, ntu, yang, berdiri, siapa, tapi, katanya, dia, brharap, itu, jeonghan, semua, aduh, aku, salting, banget, deh];[gartis, dikasi, teman, non, kpop, bjir, gue, shock, berat, gaktau, jeonghan, gktau, ntu, berdiri, brharap, jeonghan, aduh, salting, banget, deh];[gartis, kasi, teman, non, kpop, bjir, gue, shock, berat, gaktau, jeonghan, gktau, ntu, diri, brharap, jeonghan, aduh, salting, banget, deh];positif
baru pertama kali nonton langsung sckonser kpop jadi gaada video apaapa cuma foto stage sebelum nmixx keluar buat laporan ke nyokap;[baru, pertama, kali, nonton, langsung, sckonser, kpop, jadi, gaada, video, apaapa, cuma, foto, stage, sebelum, nmixx, keluar, buat, laporan, ke, nyokap];[baru, pertama, kali, menonton, langsung, sckonser, kpop, jadi, enggak ada, video, apaapa, cuma, foto, stage, sebelum, nmixx, keluar, buat, laporan, ke, nyokap];[pertama, kali, menonton, langsung, sckonser, kpop, enggak ada, video, apaapa, foto, stage, nmixx, laporan, nyokap];[pertama, kali, tonton, langsung, sckonser, kpop, enggak ada, video, apaapa, foto, stage, nmixx, lapor, nyokap];netral
gue bw printilan kpop bolak balik jktpdg pdgjkt dlm wktu sebulan apa ga bingung;[gue, bw, printilan, kpop, bolak, balik, jktpdg, pdgjkt, dlm, wktu, sebulan, apa, ga, bingung];[gue, bawa, printilan, kpop, bolak, balik, jktpdg, pdgjkt, dalam, waktu, sebulan, apa, enggak, bingung];[gue, bawa, printilan, kpop, bolak, jktpdg, pdgjkt, sebulan, bingung];[gue, bawa, printilan, kpop, bolak, jktpdg, pdgjkt, bulan, bingung];negatif
karena cowo dan cewe kpop tabungan untuk ini selalu ketunda;[karena, cowo, dan, cewe, kpop, tabungan, untuk, ini, selalu, ketunda];[karena, cowok, dan, cewek, kpop, tabungan, untuk, ini, selalu, ketunda];[cowok, cewek, kpop, tabungan, ketunda];[cowok, cewek, kpop, tabung, tunda];negatif
seumur umur gw kpopan ga pernah bayangin bakl ada kpop idol bilang assalamualaikum ukhti;[seumur, umur, gw, kpopan, ga, pernah, bayangin, bakl, ada, kpop, idol, bilang, assalamualaikum, ukhti];[seumur, umur, gue, kpopan, enggak, pernah, bayangkan, bakl, ada, kpop, idol, bilang, assalamualaikum, ukhti];[seumur, umur, gue, kpopan, bayangkan, bakl, kpop, idol, bilang, assalamualaikum, ukhti];[umur, umur, gue, kpop, bayang, bakl, kpop, idol, bilang, assalamualaikum, ukhti];positif
gaesss ini bakal jadi konser pertama idol kpop yang aku datengin sejak aku jadi kpopersss jadi pliss jangan buat perjalananku yang jauh ini sia sia;[gaesss, ini, bakal, jadi, konser, pertama, idol, kpop, yang, aku, datengin, sejak, aku, jadi, kpopersss, jadi, pliss, jangan, buat, perjalananku, yang, jauh, ini, sia, sia];[gaesss, ini, bakal, jadi, konser, pertama, idol, kpop, yang, aku, datengin, sejak, aku, jadi, kpopersss, jadi, pliss, jangan, buat, perjalananku, yang, jauh, ini, sia, sia];[gaesss, konser, pertama, idol, kpop, datengin, kpopersss, pliss, perjalananku, sia, sia];[gaesss, konser, pertama, idol, kpop, datengin, kpopersss, pliss, jalan, sia, sia];negatif
jokowi stan kpop stan;[jokowi, stan, kpop, stan];[jokowi, stan, kpop, stan];[jokowi, stan, kpop, stan];[jokowi, stan, kpop, stan];netral
lihat base nya jadi kangen pantengin base kpop ship gue;[lihat, base, nya, jadi, kangen, pantengin, base, kpop, ship, gue];[lihat, base, nya, jadi, kangen, pantengin, base, kpop, ship, gue];[lihat, base, nya, kangen, pantengin, base, kpop, ship, gue];[lihat, base, nya, kangen, pantengin, base, kpop, ship, gue];positif
orang indo dasarnya udah kelewat ramah ini lagi jadi idol kpop diajarin fan service ya luber ramahnya;[orang, indo, dasarnya, udah, kelewat, ramah, ini, lagi, jadi, idol, kpop, diajarin, fan, service, ya, luber, ramahnya];[orang, indonesia, dasarnya, sudah, kelewat, ramah, ini, lagi, jadi, idol, kpop, diajari, fan, service, ya, luber, ramahnya];[orang, indonesia, dasarnya, kelewat, ramah, idol, kpop, diajari, fan, service, ya, luber, ramahnya];[orang, indonesia, dasar, lewat, ramah, idol, kpop, ajar, fan, service, ya, luber, ramah];positif
kalah presalenya artis kpop;[kalah, presalenya, artis, kpop];[kalah, presalenya, artis, kpop];[kalah, presalenya, artis, kpop];[kalah, presalenya, artis, kpop];negatif
lamalama gua cegil bukan karena kpop deh tp jadi cegil karena laporan kaga kelarkelar;[lamalama, gua, cegil, bukan, karena, kpop, deh, tp, jadi, cegil, karena, laporan, kaga, kelarkelar];[lamalama, gue, cegil, bukan, karena, kpop, deh, tapi, jadi, cegil, karena, laporan, kagak, kelarkelar];[lamalama, gue, cegil, kpop, deh, cegil, laporan, kagak, kelarkelar];[lamalama, gue, cegil, kpop, deh, cegil, lapor, kagak, kelarkelar];negatif
sakit ati trs sama cowo sudah saatnya kembali ke cowo au dan cowo kpop;[sakit, ati, trs, sama, cowo, sudah, saatnya, kembali, ke, cowo, au, dan, cowo, kpop];[sakit, hati, terus, sama, cowo, sudah, saatnya, kembali, ke, cowok, au, dan, cowok, kpop];[sakit, hati, cowo, sudah, cowok, au, cowok, kpop];[sakit, hati, cowo, sudah, cowok, au, cowok, kpop];positif
pl gue kebanyakan kpop gpp;[pl, gue, kebanyakan, kpop, gpp];[pl, gue, kebanyakan, kpop, enggak apa-apa];[pl, gue, kebanyakan, kpop, enggak apa-apa];[pl, gue, banyak, kpop, enggak apa];netral
temen yg liat twit ini kasih aku rekomendasi dong seller po album kpop yg trusted;[temen, yg, liat, twit, ini, kasih, aku, rekomendasi, dong, seller, po, album, kpop, yg, trusted];[teman, yang, lihat, twit, ini, kasih, aku, rekomendasi, dong, seller, po, album, kpop, yang, trusted];[teman, lihat, twit, kasih, rekomendasi, seller, po, album, kpop, trusted];[teman, lihat, twit, kasih, rekomendasi, seller, po, album, kpop, trusted];netral
kpop om soalnya aku merasa waras klo lgi hype idolaku;[kpop, om, soalnya, aku, merasa, waras, klo, lgi, hype, idolaku];[kpop, om, soalnya, aku, merasa, waras, kalo, lagi, hype, idolaku];[kpop, om, waras, kalo, hype, idolaku];[kpop, om, waras, kalo, hype, idola];positif
sbt mau bahas soal market pc nj yg jomplang aku yakin yg jual murah itu pasti ratarata masih pelajar yg blm berpenghasilan ;[sbt, mau, bahas, soal, market, pc, nj, yg, jomplang, aku, yakin, yg, jual, murah, itu, pasti, ratarata, masih, pelajar, yg, blm, berpenghasilan, ];[sbt, mau, bahas, soal, market, pc, nj, yang, jomplang, aku, yakin, yang, jual, murah, itu, pasti, ratarata, masih, pelajar, yang, belum, berpenghasilan, ];[sbt, bahas, market, pc, nj, jomplang, jual, murah, ratarata, pelajar, berpenghasilan, ];[bahas, market, pc, nj, jomplang, jual, murah, ratarata, ajar, hasil, ];netral
yang berisik adanya kpop tapi;[yang, berisik, adanya, kpop, tapi];[yang, berisik, adanya, kpop, tapi];[berisik, kpop];[berisik, kpop];negatif
kapan lagi denger idol kpop manggil fans nya ukhti;[kapan, lagi, denger, idol, kpop, manggil, fans, nya, ukhti];[kapan, lagi, dengar, idol, kpop, manggil, fan, nya, ukhti];[dengar, idol, kpop, manggil, fan, nya, ukhti];[dengar, idol, kpop, manggil, fan, nya, ukhti];positif
semua cowo cewe kpop gepeng fiksi yang gue suka;[semua, cowo, cewe, kpop, gepeng, fiksi, yang, gue, suka];[semua, cowok, cewek, kpop, gepeng, fiksi, yang, gue, suka];[cowok, cewek, kpop, gepeng, fiksi, gue, suka];[cowok, cewek, kpop, gepeng, fiksi, gue, suka];positif
tumbnailnya all the kpop ditwiter ada kejanggalan harusnya secret number yg menang best clip minggu lalu jdi tumbnailnya tapi gk tau kenapa group sebelah menang best clip minggu ini langsung jadi tumbnailnya ditwiter al;[tumbnailnya, all, the, kpop, ditwiter, ada, kejanggalan, harusnya, secret, number, yg, menang, best, clip, minggu, lalu, jdi, tumbnailnya, tapi, gk, tau, kenapa, group, sebelah, menang, best, clip, minggu, ini, langsung, jadi, tumbnailnya, ditwiter, al];[tumbnailnya, all, the, kpop, ditwiter, ada, kejanggalan, harusnya, secret, number, yang, menang, best, clip, minggu, lalu, jadi, tumbnailnya, tapi, enggak, tau, kenapa, group, sebelah, menang, best, clip, minggu, ini, langsung, jadi, tumbnailnya, ditwiter, al];[tumbnailnya, all, the, kpop, ditwiter, kejanggalan, secret, number, menang, best, clip, minggu, tumbnailnya, tau, group, sebelah, menang, best, clip, minggu, langsung, tumbnailnya, ditwiter, al];[tumbnail, all, the, kpop, ditwiter, janggal, secret, number, menang, best, clip, minggu, tumbnailnya, tau, group, belah, menang, best, clip, minggu, langsung, tumbnail, twitter];negatif
si aku punya akun satu ini yang satu pake ava dark cowok kpop ganteng suamiku yang satu kalo buat tweet banyak banget yang nongol sementara ini si aku temennya bisa dihitung jari di akun ini;[si, aku, punya, akun, satu, ini, yang, satu, pake, ava, dark, cowok, kpop, ganteng, suamiku, yang, satu, kalo, buat, tweet, banyak, banget, yang, nongol, sementara, ini, si, aku, temennya, bisa, dihitung, jari, di, akun, ini];[sih, aku, punya, akun, satu, ini, yang, satu, pakai, ava, dark, cowok, kpop, ganteng, suamiku, yang, satu, kalo, buat, tweet, banyak, banget, yang, nongol, sementara, ini, sih, aku, temannya, bisa, dihitung, jari, di, akun, ini];[sih, punya, akun, pakai, ava, dark, cowok, kpop, ganteng, suamiku, kalo, tweet, banget, nongol, sih, temannya, dihitung, jari, akun];[sih, punya, akun, pakai, ava, dark, cowok, kpop, ganteng, suami, kalo, tweet, banget, nongol, sih, teman, hitung, jari, akun];positif
tiap mood lagi dibawah bgt ada aja kabar dari cowo kpop;[tiap, mood, lagi, dibawah, bgt, ada, aja, kabar, dari, cowo, kpop];[tiap, mood, lagi, dibawah, banget, ada, saja, kabar, dari, cowok, kpop];[mood, dibawah, banget, kabar, cowok, kpop];[mood, bawah, banget, kabar, cowok, kpop];positif
nyata nya cowo kpop gua yang lebih bisa bikin rasa aman dan nyaman itu ada;[nyata, nya, cowo, kpop, gua, yang, lebih, bisa, bikin, rasa, aman, dan, nyaman, itu, ada];[nyata, nya, cowok, kpop, gue, yang, lebih, bisa, bikin, rasa, aman, dan, nyaman, itu, ada];[nyata, nya, cowok, kpop, gue, bikin, aman, nyaman];[nyata, nya, cowok, kpop, gue, bikin, aman, nyaman];positif
ngebiasin cwok kpop tpi cwok western ttp dihati;[ngebiasin, cwok, kpop, tpi, cwok, western, ttp, dihati];[ngebiasin, cowok, kpop, tapi, cowok, western, tetap, dihati];[ngebiasin, cowok, kpop, cowok, western, dihati];[bias, cowok, kpop, cowok, western, hati];positif
at first gw mikir kok ada grup kpop trus baru inget ini di macau;[at, first, gw, mikir, kok, ada, grup, kpop, trus, baru, inget, ini, di, macau];[at, first, gue, mikir, kok, ada, grup, kpop, terus, baru, ingat, ini, di, macau];[first, gue, mikir, grup, kpop, macau];[first, gue, mikir, grup, kpop, macau];netral
